순번,요리분류,음식명,인분,출처,재료명1,코드1,용량1,재료명2,코드2,용량2,재료명3,코드3,용량3,재료명4,코드4,용량4,재료명5,코드5,용량5,재료명6,코드6,용량6,재료명7,코드7,용량7,재료명8,코드8,용량8,재료명9,코드9,용량9,재료명10,코드10,용량10,재료명11,코드11,용량11,재료명12,코드12,용량12,재료명13,코드13,용량13,재료명14,코드14,용량14,재료명15,코드15,용량15,재료명16,코드16,용량16,재료명17,코드17,용량17,재료명18,코드18,용량18,재료명19,코드19,용량19,재료명20,코드20,용량20
724,빵요리,감자샐러드샌드위치,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,70.0,감자,B0010060000a,70.0,달걀,J0030000000a,27.5,양파,F1320000000a,10.0,당근,F041000B090a,5.0,등심햄,I0170010009a,7.5,마요네즈,R0150010009a,15.0,설탕,C0110000005a,2.0,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,빵요리,마늘빵,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,52.5,버터,N0080000009a,22.5,설탕,C0110000005a,7.5,마늘,F053000B060a,7.5,파슬리,F1930000000a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,빵요리,식빵츄러스,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,52.5,버터,N0080000009a,15.0,설탕,C0110000005a,50.0,계피가루,R0030000005a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,빵요리,인절미토스트,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,70.0,꿀,C0030000009a,45.0,체다치즈,M0100040009a,18.0,버터,N0080000009a,15.0,미숫가루,A0250030005a,30.0,아몬드,E0200000001a,15.0,인절미(콩고물),A0410040549a,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,빵요리,달걀샌드위치,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,70.0,달걀,J0030000000a,110.0,마요네즈,R0150010009a,30.0,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,빵요리,딸기샌드위치,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,딸기,H0190010000a,225.0,식빵,A0210120009a,70.0,휘핑크림,M0130050009a,125.0,설탕,C0110000005a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,빵요리,식빵치즈스틱,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,70.0,달걀,J0030000000a,55.0,체다치즈,M0100040009a,27.0,소금,R0200000009a,2.0,설탕,C0110000005a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,편의점요리,만두강정,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,물만두,S0260040009a,100.0,땅콩,E0070000001a,7.5,케첩,R0380010009a,11.3,고추장,R0050010009a,3.8,조청(쌀),C0160060009a,15.0,맛술,R0160000009a,7.5,양조간장,R0010010009a,7.5,마늘,F053000B060a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,편의점요리,불족발,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,돼지고기족발(조미),I015000D51Db,250.0,양파,F1320000000a,80.0,청양고추,F0180080000a,5.0,고추장,R0050010009a,15.0,고춧가루,R0070000005a,15.0,양조간장,R0010010009a,15.0,설탕,C0110000005a,15.0,마늘,F053000B060a,7.5,생강페이스트,R0190000009a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,편의점요리,크림짬뽕,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,라면,S0830001911a,120.0,애호박,F1980050000a,75.0,양파,F1320000000a,80.0,당근,F041000B090a,33.0,마늘,F053000B060a,15.0,휘핑크림,M0130050009a,400.0,체다치즈,M0100040009a,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,편의점요리,순댓국,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,사골국,S0340001589a,250.0,돼지고기등심,I014000D110a,50.0,순대(찐것),I0220000009e,50.0,대파,F1910040000a,3.8,당면(고구마),B0070010001a,40.0,들깨,E0050000001a,11.3,고춧가루,R0070000005a,2.0,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,편의점요리,참치카나페,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,다랑어(통조림),K039001000Sa,52.5,피클,F149000000Ja,25.0,비스킷,A0170040149a,15.0,옥수수통조림,A030000025Ra,11.3,방울토마토,F1860010000a,20.0,마요네즈,R0150010009a,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,편의점요리,시나몬롤,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,100.0,설탕,C0110000005a,25.0,크림치즈,M0100060009a,15.0,우유,M0090000009a,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,편의점요리,통옥수수버터구이,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,옥수수,A0300020009e,155.0,버터,N0080000009a,15.0,파슬리,F1930000000a,2.0,파마산치즈,M0100070009a,2.0,마요네즈,R0150010009a,15.0,설탕,C0110000005a,7.5,소금,R0200000009a,2.0,고춧가루,R0070000005a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,초스피드/초간단 반찬,가지볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,가지,F0030000000a,60.0,청양고추,F0180080000a,2.5,대파,F1910040000a,7.5,포도씨유,N0260000009a,15.0,양조간장,R0010010009a,7.5,설탕,C0110000005a,2.0,매실액,H030000000Ha,3.8,마늘,F053000B060a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,초스피드/초간단 반찬,무생채,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,무,F065001B090a,150.0,대파,F1910040000a,1.2,참기름,N0200000009a,2.0,흰깨,E0260020009n,2.0,고춧가루,R0070000005a,7.5,소금,R0200000009a,2.0,사과식초,R0220030009a,5.6,마늘,F053000B060a,2.0,설탕,C0110000005a,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,초스피드/초간단 반찬,아삭이고추된장무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,오이고추,F0180060000a,100.0,된장,R0120040009a,7.5,고추장,R0050010009a,7.5,마늘,F053000B060a,3.8,매실액,H030000000Ha,7.5,참기름,N0200000009a,7.5,흰깨,E0260020009n,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,초스피드/초간단 반찬,마늘종고추장무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,마늘종,F055000B080a,50.0,소금,R0200000009a,2.0,고추장,R0050010009a,5.6,고춧가루,R0070000005a,3.8,설탕,C0110000005a,2.0,양조간장,R0010010009a,2.0,마늘,F053000B060a,1.0,매실액,H030000000Ha,3.8,조청(쌀),C0160060009a,2.0,소금,R0200000009a,2.0,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,초스피드/초간단 반찬,깻잎순볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,깻잎,F049000B140a,50.0,양파,F1320000000a,13.0,대파,F1910040000a,2.5,들기름,N0030000009a,7.5,흰깨,E0260020009n,2.5,재래간장,R0010030009a,2.5,소금,R0200000009a,2.0,마늘,F053000B060a,2.5,들기름,N0030000009a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,초스피드/초간단 반찬,양파볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,양파,F1320000000a,80.0,대파,F1910040000a,3.8,흰깨,E0260020009n,2.0,포도씨유,N0260000009a,2.0,고춧가루,R0070000005a,3.8,마요네즈,R0150010009a,2.5,양조간장,R0010010009a,2.0,마늘,F053000B060a,1.0,굴소스,R0080000009a,3.8,조청(쌀),C0160060009a,3.8,참기름,N0200000009a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,초스피드/초간단 반찬,단무지무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,단무지,F060000B09Ia,183.0,쪽파,F1910030000a,7.0,흰깨,E0260020009n,2.0,고춧가루,R0070000005a,5.0,마늘,F053000B060a,2.5,참기름,N0200000009a,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,초스피드/초간단 반찬,오이맛살무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,오이,F1480010000a,25.0,게맛살,K6030000009a,25.0,당근,F041000B090a,5.5,양파,F1320000000a,1.3,소금,R0200000009a,0.8,마늘,F053000B060a,1.3,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,초스피드/초간단 반찬,파무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,대파,F1910040000a,45.0,흰깨,E0260020009n,2.0,고춧가루,R0070000005a,11.3,양조간장,R0010010009a,11.3,설탕,C0110000005a,7.5,사과식초,R0220030009a,15.0,참기름,N0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,초스피드/초간단 반찬,팽이버섯채소전,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,팽이버섯,G0250010000a,17.5,양파,F1320000000a,20.0,당근,F041000B090a,4.0,애호박,F1980050000a,12.5,비엔나소시지,I0160030009a,12.5,달걀,J0030000000a,55.0,부침가루,A0160050005a,7.5,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,포도씨유,N0260000009a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,초스피드/초간단 반찬,베이컨숙주볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,숙주나물,F1120000000a,135.0,베이컨,I0210000009a,110.0,청경채,F1750000000a,142.0,쪽파,F1910030000a,5.0,마늘,F053000B060a,6.0,포도씨유,N0260000009a,2.0,흰깨,E0260020009n,2.0,굴소스,R0080000009a,15.0,흑후추,R0410010005a,2.0,참기름,N0200000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,초스피드/초간단 반찬,햄두부전,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,햄,I0170020009a,50.0,두부,D0150000009a,37.5,양파,F1320000000a,13.0,당근,F041000B090a,8.0,달걀,J0030000000a,55.0,전분(감자),B0140010005a,7.5,포도씨유,N0260000009a,2.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,초스피드/초간단 반찬,김볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,김(구운것),L0030040009f,3.3,포도씨유,N0260000009a,17.0,흰깨,E0260020009n,2.0,양조간장,R0010010009a,7.5,설탕,C0110000005a,7.5,맛술,R0160000009a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,초스피드/초간단 반찬,마늘조림,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,마늘,F053000B060a,33.0,양조간장,R0010010009a,5.0,설탕,C0110000005a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,초스피드/초간단 반찬,양념연두부,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,연두부,D0150030009a,250.0,양조간장,R0010010009a,30.0,고춧가루,R0070000005a,3.8,마늘,F053000B060a,7.5,쪽파,F1910030000a,1.6,청양고추,F0180080000a,5.0,참기름,N0200000009a,2.0,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,초스피드/초간단 반찬,스팸부추전,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,햄,I0170020009a,70.0,부추,F0910010000a,25.0,달걀,J0030000000a,82.5,포도씨유,N0260000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,초스피드/초간단 반찬,상추겉절이,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,상추,F1010020000a,50.0,양조간장,R0010010009a,7.5,고춧가루,R0070000005a,7.5,마늘,F053000B060a,2.5,대파,F1910040000a,7.5,설탕,C0110000005a,3.8,들기름,N0030000009a,7.5,소금,R0200000009a,2.0,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,초스피드/초간단 반찬,미역줄기볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,미역줄기,L013000B160a,100.0,당근,F041000B090a,12.5,양파,F1320000000a,40.0,고추,F018000C020a,5.0,포도씨유,N0260000009a,7.5,참기름,N0200000009a,7.5,흰깨,E0260020009n,2.0,마늘,F053000B060a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,초스피드/초간단 반찬,콩나물무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,콩나물,F1820000000a,50.0,고춧가루,R0070000005a,3.8,소금,R0200000009a,1.0,대파,F1910040000a,3.8,마늘,F053000B060a,1.0,들기름,N0030000009a,3.8,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,초스피드/초간단 반찬,시금치겉절이,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,시금치,F1150000000a,75.0,고춧가루,R0070000005a,15.0,양조간장,R0010010009a,7.5,멸치액젓,K069001000Ia,7.5,설탕,C0110000005a,3.8,참기름,N0200000009a,7.5,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,사계절내내 먹는 반찬,두부조림,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,두부,D0150000009a,150.0,포도씨유,N0260000009a,2.0,양조간장,R0010010009a,22.5,설탕,C0110000005a,3.8,고춧가루,R0070000005a,7.5,마늘,F053000B060a,3.8,대파,F1910040000a,2.5,흰깨,E0260020009n,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,사계절내내 먹는 반찬,미역초무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,미역(말린것),L0130000001a,10.0,양파,F1320000000a,40.0,청양고추,F0180080000a,5.0,소금,R0200000009a,2.0,고추장,R0050010009a,15.0,고춧가루,R0070000005a,7.5,사과식초,R0220030009a,15.0,설탕,C0110000005a,7.5,매실액,H030000000Ha,7.5,양조간장,R0010010009a,7.5,마늘,F053000B060a,3.8,참기름,N0200000009a,7.5,흰깨,E0260020009n,7.5,,,,,,,,,,,,,,,,,,,,,
760,사계절내내 먹는 반찬,무조림,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,무,F065001B090a,150.0,양조간장,R0010010009a,18.8,마늘,F053000B060a,2.0,대파,F1910040000a,3.8,설탕,C0110000005a,2.0,고춧가루,R0070000005a,3.8,참기름,N0200000009a,2.0,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,사계절내내 먹는 반찬,양파장아찌,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,양파,F1320000000a,160.0,청양고추,F0180080000a,10.0,양조간장,R0010010009a,66.0,사과식초,R0220030009a,66.0,설탕,C0110000005a,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,사계절내내 먹는 반찬,건새우볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,시바새우(말린것),K6130130003a,12.5,대파,F1910040000a,3.8,참기름,N0200000009a,3.8,마늘,F053000B060a,2.0,고추장,R0050010009a,3.8,매실액,H030000000Ha,3.8,청주,Q0140001759a,7.5,조청(쌀),C0160060009a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,사계절내내 먹는 반찬,깻잎장아찌,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,깻잎,F049000B140a,33.0,양조간장,R0010010009a,33.0,설탕,C0110000005a,33.0,사과식초,R0220030009a,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,사계절내내 먹는 반찬,청포묵김무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,우뭇가사리묵,L0200000009a,100.0,김(구운것),L0030040009f,0.3,양조간장,R0010010009a,3.8,들기름,N0030000009a,5.6,소금,R0200000009a,2.0,설탕,C0110000005a,2.0,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,사계절내내 먹는 반찬,두부강정,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,두부,D0150000009a,150.0,포도씨유,N0260000009a,10.0,대파,F1910040000a,5.0,마늘,F053000B060a,5.0,굴소스,R0080000009a,5.0,흰깨,E0260020009n,2.0,고추장,R0050010009a,7.5,양조간장,R0010010009a,15.0,케첩,R0380010009a,15.0,설탕,C0110000005a,7.5,참기름,N0200000009a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,사계절내내 먹는 반찬,숙주새우달걀볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,숙주나물,F1120000000a,75.0,달걀,J0030000000a,55.0,시바새우,K6130130000a,25.0,양파,F1320000000a,80.0,청양고추,F0180080000a,5.0,쪽파,F1910030000a,35.0,포도씨유,N0260000009a,2.0,굴소스,R0080000009a,15.0,양조간장,R0010010009a,11.3,마늘,F053000B060a,3.8,흑후추,R0410010005a,2.0,참기름,N0200000009a,3.8,흰깨,E0260020009n,2.0,청주,Q0140001759a,7.5,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,
767,사계절내내 먹는 반찬,콩나물냉채,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,콩나물,F1820000000a,100.0,오이,F1480010000a,37.5,게맛살,K6030000009a,35.0,당근,F041000B090a,12.5,겨자페이스트,R0500000009a,7.5,설탕,C0110000005a,7.5,레몬과즙,H0250000009a,10.0,마늘,F053000B060a,5.0,사과식초,R0220030009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,사계절내내 먹는 반찬,숙주나물무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,숙주나물,F1120000000a,200.0,흰깨,E0260020009n,2.0,양조간장,R0010010009a,7.5,마늘,F053000B060a,7.5,쪽파,F1910030000a,15.0,소금,R0200000009a,2.0,참기름,N0200000009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,사계절내내 먹는 반찬,애호박전,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,애호박,F1980050000a,150.0,밀가루,A0160000100a,100.0,소금,R0200000009a,2.0,포도씨유,N0260000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,사계절내내 먹는 반찬,브로콜리두부무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,브로콜리,F0920000000a,42.5,두부,D0150000009a,75.0,소금,R0200000009a,2.0,소금,R0200000009a,1.0,설탕,C0110000005a,1.3,참기름,N0200000009a,7.5,흰깨,E0260020009n,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,사계절내내 먹는 반찬,오이피클,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,오이,F1480010000a,75.0,양배추,F1290000000a,33.3,파프리카,F194000C010a,23.3,사과식초,R0220030009a,33.3,설탕,C0110000005a,33.3,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,사계절내내 먹는 반찬,콩나물볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,콩나물,F1820000000a,75.0,양파,F1320000000a,20.0,대파,F1910040000a,7.5,포도씨유,N0260000009a,2.0,참기름,N0200000009a,2.0,흰깨,E0260020009n,2.0,양조간장,R0010010009a,3.8,고춧가루,R0070000005a,3.8,마늘,F053000B060a,3.8,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,사계절내내 먹는 반찬,크래미전,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,게맛살,K6030000009a,116.6,달걀,J0030000000a,55.0,팽이버섯,G0250010000a,50.0,옥수수통조림,A030000025Ra,20.0,포도씨유,N0260000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,사계절내내 먹는 반찬,양파겉절이,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,양파,F1320000000a,80.0,흰깨,E0260020009n,3.8,양조간장,R0010010009a,5.6,고춧가루,R0070000005a,5.6,매실액,H030000000Ha,3.8,참기름,N0200000009a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,사계절내내 먹는 반찬,양배추베이컨볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,양배추,F1290000000a,33.3,베이컨,I0210000009a,46.6,파슬리,F1930000000a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,사계절내내 먹는 반찬,도토리묵무침,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,도토리묵,E0040000009a,210.0,상추,F1010020000a,25.0,오이,F1480010000a,37.5,양파,F1320000000a,20.0,당근,F041000B090a,12.5,흰깨,E0260020009n,7.5,양조간장,R0010010009a,18.7,고춧가루,R0070000005a,15.0,설탕,C0110000005a,7.5,마늘,F053000B060a,7.5,흑후추,R0410010005a,2.0,참기름,N0200000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,
777,사계절내내 먹는 반찬,고추장아찌,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,고추,F018000C020a,66.7,양조간장,R0010010009a,33.3,설탕,C0110000005a,33.3,사과식초,R0220030009a,33.3,소주,Q0100002389a,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,사계절내내 먹는 반찬,고사리나물,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,고사리(말린것),F0160000001a,75.0,들깨,E0050000001a,11.3,대파,F1910040000a,2.0,포도씨유,N0260000009a,2.0,재래간장,R0010030009a,3.8,마늘,F053000B060a,2.5,멸치액젓,K069001000Ia,3.8,들기름,N0030000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,사계절내내 먹는 반찬,팽이버섯스팸볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,팽이버섯,G0250010000a,50.0,햄,I0170020009a,16.7,양파,F1320000000a,26.7,포도씨유,N0260000009a,5.0,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,사계절내내 먹는 반찬,차돌박이숙주볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,소고기차돌박이,I027006F030a,150.0,숙주나물,F1120000000a,100.0,달래,F0390000000a,15.0,고추기름,N0270000009a,7.5,굴소스,R0080000009a,7.5,양조간장,R0010010009a,15.0,맛술,R0160000009a,7.5,매실액,H030000000Ha,7.5,대파,F1910040000a,7.5,마늘,F053000B060a,7.5,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,사계절내내 먹는 반찬,뚝배기달걀찜,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,달걀,J0030000000a,137.5,쪽파,F1910030000a,2.0,참기름,N0200000009a,7.5,흰깨,E0260020009n,2.0,설탕,C0110000005a,5.0,소금,R0200000009a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,도시락반찬,호두멸치볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,멸치말린것(소멸치),K0660001163a,25.0,호두,E0350000001a,10.0,양조간장,R0010010009a,5.6,조청(쌀),C0160060009a,7.5,설탕,C0110000005a,3.8,마늘,F053000B060a,2.0,맛술,R0160000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,도시락반찬,메추리알장조림,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,메추리알(삶은것),J0080000009b,166.7,청양고추,F0180080000a,5.0,양조간장,R0010010009a,33.3,매실액,H030000000Ha,8.3,설탕,C0110000005a,10.0,마늘,F053000B060a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,도시락반찬,매콤어묵볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,어묵,K8000000009e,35.0,양파,F1320000000a,20.0,마늘,F053000B060a,7.5,대파,F1910040000a,15.0,포도씨유,N0260000009a,2.0,양조간장,R0010010009a,7.5,설탕,C0110000005a,3.7,고춧가루,R0070000005a,3.7,참기름,N0200000009a,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,도시락반찬,감자채볶음,1,700만이 뽑은 초간단 인생반찬 120/만개의레시피,감자,B0010060000a,105.0,당근,F041000B090a,16.7,양파,F1320000000a,40.0,흰깨,E0260020009n,2.0,포도씨유,N0260000009a,2.0,소금,R0200000009a,2.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
