순번,요리분류,음식명,인분,출처,재료명1,코드1,용량1,재료명2,코드2,용량2,재료명3,코드3,용량3,재료명4,코드4,용량4,재료명5,코드5,용량5,재료명6,코드6,용량6,재료명7,코드7,용량7,재료명8,코드8,용량8,재료명9,코드9,용량9,재료명10,코드10,용량10,재료명11,코드11,용량11,재료명12,코드12,용량12,재료명13,코드13,용량13,재료명14,코드14,용량14,재료명15,코드15,용량15,재료명16,코드16,용량16,재료명17,코드17,용량17,재료명18,코드18,용량18,재료명19,코드19,용량19,재료명20,코드20,용량20
659,육류요리,된장소스돼지고기구이,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,돼지고기등심,I014000D110a,150.0,된장,R0120040009a,7.5,설탕,C0110000005a,3.8,맛술,R0160000009a,15.0,마늘,F053000B060a,3.8,생강페이스트,R0190000009a,1.0,대파,F1910040000a,7.5,참기름,N0200000009a,3.8,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,육류요리,콩나물불고기,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,소고기차돌박이,I027006F030a,150.0,콩나물,F1820000000a,100.0,양파,F1320000000a,40.0,깻잎,F049000B140a,10.0,고추,F018000C020a,10.0,고추장,R0050010009a,15.0,고춧가루,R0070000005a,15.0,양조간장,R0010010009a,15.0,맛술,R0160000009a,7.5,마늘,F053000B060a,7.5,설탕,C0110000005a,7.5,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,
661,육류요리,고추장삼겹살,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,돼지고기삼겹살,I014000D160a,200.0,고추장,R0050010009a,22.5,양조간장,R0010010009a,7.5,설탕,C0110000005a,7.5,조청(쌀),C0160060009a,7.5,매실액,H030000000Ha,7.5,마늘,F053000B060a,7.5,생강페이스트,R0190000009a,3.8,흑후추,R0410010005a,2.0,참기름,N0200000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,육류요리,훈제오리채소볶음,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,오리고기,I040000B030a,500.0,파프리카,F194000C010a,70.0,양파,F1320000000a,160.0,청양고추,F0180080000a,10.0,마늘,F053000B060a,15.0,굴소스,R0080000009a,60.0,맛술,R0160000009a,15.0,조청(쌀),C0160060009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,육류요리,닭가슴살냉채,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,닭가슴살,I008000D020a,62.5,양파,F1320000000a,20.0,오이,F1480010000a,37.5,파프리카,F194000C010a,35.0,양조간장,R0010010009a,15.0,사과식초,R0220030009a,15.0,겨자페이스트,R0500000009a,5.6,설탕,C0110000005a,5.6,매실액,H030000000Ha,5.6,마늘,F053000B060a,5.6,흑후추,R0410010005a,5.0,월계수잎,R048000B141a,1.0,,,,,,,,,,,,,,,,,,,,,,,,
664,육류요리,돼지불백,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,돼지고기앞다리,I014000D770a,300.0,흰깨,E0260020009n,2.0,양조간장,R0010010009a,45.0,설탕,C0110000005a,30.0,맛술,R0160000009a,15.0,마늘,F053000B060a,15.0,대파,F1910040000a,7.5,참기름,N0200000009a,30.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,육류요리,소고기육회,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,소고기우둔살,I027004D260a,125.0,배,H0380010000a,27.5,달걀,J0030000000a,20.0,흰깨,E0260020009n,2.0,양조간장,R0010010009a,7.5,설탕,C0110000005a,11.3,매실액,H030000000Ha,7.5,참기름,N0200000009a,7.5,흑후추,R0410010005a,2.0,흰깨,E0260020009n,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,육류요리,짜장찜닭,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,토종닭,I0080040000a,250.0,양파,F1320000000a,40.0,고구마,B006018B020a,62.5,당근,F041000B090a,12.5,대파,F1910040000a,2.0,청양고추,F0180080000a,3.0,맛술,R0160000009a,7.5,짜장가루,R0280000005a,30.0,고춧가루,R0070000005a,7.5,마늘,F053000B060a,3.8,조청(쌀),C0160060009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,육류요리,훈제오리부추무침,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,오리고기,I040000B030a,600.0,부추,F0910010000a,170.0,양파,F1320000000a,160.0,양조간장,R0010010009a,75.0,설탕,C0110000005a,30.0,사과식초,R0220030009a,45.0,고춧가루,R0070000005a,30.0,마늘,F053000B060a,30.0,참기름,N0200000009a,15.0,흰깨,E0260020009n,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,반찬,고추장멸치볶음,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,멸치말린것(소멸치),K0660001163a,67.0,흰깨,E0260020009n,2.0,고추장,R0050010009a,15.0,양조간장,R0010010009a,7.5,설탕,C0110000005a,5.0,조청(쌀),C0160060009a,5.0,마늘,F053000B060a,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,반찬,오이무침,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,오이,F1480010000a,112.5,양파,F1320000000a,20.0,소금,R0200000009a,2.0,고춧가루,R0070000005a,7.5,고추장,R0050010009a,7.5,양조간장,R0010010009a,3.8,사과식초,R0220030009a,11.3,매실액,H030000000Ha,3.8,조청(쌀),C0160060009a,3.8,설탕,C0110000005a,3.8,마늘,F053000B060a,3.8,참기름,N0200000009a,3.8,흰깨,E0260020009n,3.8,,,,,,,,,,,,,,,,,,,,,
670,반찬,간장어묵볶음,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,어묵,K8000000009e,117.0,양파,F1320000000a,13.0,당근,F041000B090a,8.3,대파,F1910040000a,12.5,마늘,F053000B060a,5.0,양조간장,R0010010009a,10.0,맛술,R0160000009a,2.5,조청(쌀),C0160060009a,5.0,참기름,N0200000009a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,반찬,달걀장조림,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,달걀,J0030000000a,220.0,소금,R0200000009a,3.8,사과식초,R0220030009a,7.5,양조간장,R0010010009a,66.5,설탕,C0110000005a,22.5,마늘,F053000B060a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,반찬,참치김치전,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,배추김치,F2050070009a,200.0,다랑어(통조림),K039001000Sa,100.0,부침가루,A0160050005a,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,반찬,애호박참치볶음,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,다랑어(통조림),K039001000Sa,75.0,애호박,F1980050000a,150.0,대파,F1910040000a,3.8,마늘,F053000B060a,3.8,흰깨,E0260020009n,2.0,양조간장,R0010010009a,7.5,소금,R0200000009a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,반찬,파프리카된장무침,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,파프리카,F194000C010a,52.5,된장,R0120040009a,7.5,조청(쌀),C0160060009a,7.5,고춧가루,R0070000005a,3.8,마늘,F053000B060a,3.8,참기름,N0200000009a,7.5,흰깨,E0260020009n,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,반찬,콩나물무침,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,콩나물,F1820000000a,50.0,쪽파,F1910030000a,5.0,소금,R0200000009a,1.0,흰깨,E0260020009n,2.0,재래간장,R0010030009a,3.8,마늘,F053000B060a,3.8,들기름,N0030000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,반찬,맛살버섯볶음,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,게맛살,K6030000009a,45.0,느타리버섯,G0040000000a,50.0,양파,F1320000000a,20.0,당근,F041000B090a,12.5,피망,F196000C020a,4.0,마늘,F053000B060a,3.8,양조간장,R0010010009a,7.5,참기름,N0200000009a,7.5,흰깨,E0260020009n,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,반찬,두부조림,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,두부,D0150000009a,150.0,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,양파,F1320000000a,20.0,대파,F1910040000a,3.8,고추,F018000C020a,2.5,양조간장,R0010010009a,15.0,맛술,R0160000009a,15.0,고춧가루,R0070000005a,7.5,마늘,F053000B060a,3.8,조청(쌀),C0160060009a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,국/찌개,된장찌개,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,느타리버섯,G0040000000a,25.0,애호박,F1980050000a,37.5,양파,F1320000000a,40.0,두부,D0150000009a,125.0,청양고추,F0180080000a,10.0,된장,R0120040009a,15.0,고춧가루,R0070000005a,11.3,마늘,F053000B060a,3.8,설탕,C0110000005a,2.5,양조간장,R0010010009a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,국/찌개,순두부찌개,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,순두부,D0150020009a,400.0,양파,F1320000000a,80.0,대파,F1910040000a,30.0,양조간장,R0010010009a,30.0,굴소스,R0080000009a,15.0,고춧가루,R0070000005a,45.0,설탕,C0110000005a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,국/찌개,고추장찌개,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,다랑어(통조림),K039001000Sa,75.0,느타리버섯,G0040000000a,25.0,양파,F1320000000a,80.0,감자,B0010060000a,140.0,대파,F1910040000a,3.8,청양고추,F0180080000a,10.0,고추장,R0050010009a,15.0,고춧가루,R0070000005a,7.5,대파,F1910040000a,15.0,마늘,F053000B060a,3.8,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,
681,국/찌개,감잣국,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,감자,B0010060000a,140.0,마늘,F053000B060a,5.0,양파,F1320000000a,27.0,대파,F1910040000a,7.5,청양고추,F0180080000a,5.0,소금,R0200000009a,2.0,멸치말린것(대멸치),K0660001143a,16.5,다시마(말린것),L0050000001a,5.0,대파,F1910040000a,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,국/찌개,팽이버섯된장국,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,팽이버섯,G0250010000a,25.0,대파,F1910040000a,5.0,된장,R0120040009a,7.5,멸치맛조미료,R0310001895a,3.8,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,국/찌개,소고기뭇국,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,소고기양지,I027003D280a,37.5,무,F065001B090a,50.0,대파,F1910040000a,7.5,다시마육수,L0070000009a,175.0,참기름,N0200000009a,3.8,재래간장,R0010030009a,3.8,마늘,F053000B060a,3.8,맛술,R0160000009a,1.9,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,국/찌개,오징어뭇국,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,오징어,K6230000000a,125.0,무,F065001B090a,75.0,대파,F1910040000a,7.5,청양고추,F0180080000a,5.0,다시마(말린것),L0050000001a,7.5,고춧가루,R0070000005a,15.0,마늘,F053000B060a,3.8,양조간장,R0010010009a,15.0,맛술,R0160000009a,7.5,소금,R0200000009a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,국/찌개,매운어묵탕,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,어묵,K8000000009e,170.0,무,F065001B090a,75.0,양파,F1320000000a,40.0,대파,F1910040000a,7.5,고추,F018000C020a,2.5,고춧가루,R0070000005a,11.3,재래간장,R0010030009a,11.3,멸치액젓,K069001000Ia,7.5,마늘,F053000B060a,2.5,멸치말린것(대멸치),K0660001143a,13.0,다시마(말린것),L0050000001a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,안주,소시지강정,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,비엔나소시지,I0160030009a,130.0,땅콩,E0070000001a,15.0,설탕,C0110000005a,7.5,물엿,C0070000009a,7.5,양조간장,R0010010009a,3.8,케첩,R0380010009a,3.8,마늘,F053000B060a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,안주,콘치즈,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,옥수수통조림,A030000025Ra,75.0,버터,N0080000009a,7.5,마요네즈,R0150010009a,15.0,모짜렐라치즈,M0100020009a,50.0,파슬리,F1930000000a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,안주,깻잎맛살전,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,게맛살,K6030000009a,140.0,깻잎,F049000B140a,16.0,부침가루,A0160050005a,25.0,달걀,J0030000000a,55.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,안주,치즈감자전,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,감자,B0010060000a,70.0,모짜렐라치즈,M0100020009a,100.0,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,안주,베이컨치즈떡말이,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,베이컨,I0210000009a,55.0,가래떡,A0110010009a,45.0,모짜렐라치즈,M0100020009a,30.0,흑후추,R0410010005a,2.0,칠리소스,R0620000009a,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,안주,매운콩나물잡채,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,당면(고구마),B0070010001a,50.0,콩나물,F1820000000a,25.0,양파,F1320000000a,107.0,당근,F041000B090a,8.0,대파,F1910040000a,3.8,청양고추,F0180080000a,2.5,참기름,N0200000009a,3.8,흰깨,E0260020009n,2.0,고추장,R0050010009a,3.8,고춧가루,R0070000005a,5.6,양조간장,R0010010009a,11.3,설탕,C0110000005a,3.8,조청(쌀),C0160060009a,5.6,마늘,F053000B060a,1.9,,,,,,,,,,,,,,,,,,
692,안주,오징어버터구이,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,오징어(말린것),K6230000001a,40.0,버터,N0080000009a,15.0,마늘,F053000B060a,7.5,설탕,C0110000005a,7.5,소금,R0200000009a,2.0,파슬리,F1930000000a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,안주,바지락찜,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,바지락,K4130000000a,250.0,청양고추,F0180080000a,5.0,청주,Q0140001759a,50.0,마늘,F053000B060a,7.5,버터,N0080000009a,7.5,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,안주,닭봉조림,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,닭다리,I008000D080a,250.0,우유,M0090000009a,100.0,대파,F1910040000a,30.0,마늘,F053000B060a,3.0,양조간장,R0010010009a,26.0,설탕,C0110000005a,15.0,맛술,R0160000009a,15.0,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,안주,쇼가야끼,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,돼지고기목살,I014000D130a,150.0,양배추,F1290000000a,15.0,양조간장,R0010010009a,15.0,맛술,R0160000009a,18.8,꿀,C0030000009a,7.5,생강페이스트,R0190000009a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,안주,콩나물국,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,콩나물,F1820000000a,33.0,대파,F1910040000a,10.0,마늘,F053000B060a,2.0,청양고추,F0180080000a,3.0,소금,R0200000009a,5.0,다시마(말린것),L0050000001a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,안주,달걀국,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,달걀,J0030000000a,82.5,대파,F1910040000a,3.8,소금,R0200000009a,2.0,멸치액젓,K069001000Ia,2.5,멸치말린것(대멸치),K0660001143a,13.0,다시마(말린것),L0050000001a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,안주,황태누룽지탕,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,누룽지,A0130000089a,50.0,황태포,K0700001201a,100.0,참기름,N0200000009a,3.8,소금,R0200000009a,3.8,마늘,F053000B060a,3.8,멸치액젓,K069001000Ia,7.5,쪽파,F1910030000a,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,스피드요리,단무지주먹밥,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,백미밥,A013000A039a,200.0,단무지,F060000B09Ia,24.0,체다치즈,M0100040009a,18.0,김(구운것),L0030040009f,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,스피드요리,토마토스크램블,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,토마토,F1860000000a,180.0,달걀,J0030000000a,110.0,우유,M0090000009a,22.5,맛술,R0160000009a,15.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,스피드요리,옥수수스프,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,옥수수통조림,A030000025Ra,170.0,양파,F1320000000a,80.0,체다치즈,M0100040009a,18.0,우유,M0090000009a,200.0,버터,N0080000009a,7.5,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,파슬리,F1930000000a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,스피드요리,샐러드빵,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,모닝빵,A0210080009a,50.0,사과(부사),H0500020000a,17.0,양배추,F1290000000a,15.0,당근,F041000B090a,8.0,게맛살,K6030000009a,35.0,케첩,R0380010009a,10.0,마요네즈,R0150010009a,18.8,설탕,C0110000005a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,스피드요리,구운참치주먹밥,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,백미밥,A013000A039a,100.0,다랑어(통조림),K039001000Sa,50.0,마요네즈,R0150010009a,10.0,양조간장,R0010010009a,15.0,맛술,R0160000009a,15.0,조청(쌀),C0160060009a,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,스피드요리,맛살주먹밥,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,게맛살,K6030000009a,70.0,백미밥,A013000A039a,100.0,단무지,F060000B09Ia,10.0,김(구운것),L0030040009f,100.0,마요네즈,R0150010009a,15.0,참기름,N0200000009a,2.0,소금,R0200000009a,2.0,흰깨,E0260020009n,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,스피드요리,프렌치토스트,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,70.0,달걀,J0030000000a,82.5,소금,R0200000009a,2.0,우유,M0090000009a,50.0,버터,N0080000009a,7.5,설탕,C0110000005a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,스피드요리,시리얼토스트,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,식빵,A0210120009a,70.0,시리얼(옥수수),A0290040009a,400.0,달걀,J0030000000a,110.0,우유,M0090000009a,30.0,설탕,C0110000005a,7.5,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,야식요리,국물떡볶이,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,가래떡,A0110010009a,200.0,어묵,K8000000009e,52.5,대파,F1910040000a,15.0,다시마,L0050000000a,5.0,고추장,R0050010009a,18.8,고춧가루,R0070000005a,7.5,조청(쌀),C0160060009a,11.3,설탕,C0110000005a,15.0,양조간장,R0010010009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,야식요리,고구마맛탕,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,고구마,B006018B020a,500.0,검정깨,E0260010001a,7.5,설탕,C0110000005a,22.5,조청(쌀),C0160060009a,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,야식요리,떡꼬치,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,가래떡,A0110010009a,75.0,고추장,R0050010009a,3.8,케첩,R0380010009a,11.3,양조간장,R0010010009a,2.0,설탕,C0110000005a,2.0,조청(쌀),C0160060009a,7.5,마늘,F053000B060a,2.0,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,야식요리,비빔만두,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,냉동만두,S0260010007a,120.0,양배추,F1290000000a,10.0,오이,F1480010000a,38.0,양파,F1320000000a,40.0,깻잎,F049000B140a,5.0,고추장,R0050010009a,15.0,고춧가루,R0070000005a,7.5,사과식초,R0220030009a,15.0,설탕,C0110000005a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,야식요리,순대볶음,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,순대,I0220000009a,133.0,양배추,F1290000000a,66.0,양파,F1320000000a,26.0,당근,F041000B090a,8.0,깻잎,F049000B140a,6.0,대파,F1910040000a,10.0,청양고추,F0180080000a,3.3,가래떡,A0110010009a,33.0,마늘,F053000B060a,5.0,들깨,E0050000001a,10.0,흰깨,E0260020009n,2.0,고추장,R0050010009a,10.0,고춧가루,R0070000005a,20.0,양조간장,R0010010009a,5.0,굴소스,R0080000009a,5.0,청주,Q0140001759a,5.0,매실액,H030000000Ha,5.0,마늘,F053000B060a,5.0,흑후추,R0410010005a,2.0,,,
712,야식요리,단짠꿀떡,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,가래떡,A0110010009a,200.0,검정깨,E0260010001a,7.5,꿀,C0030000009a,30.0,양조간장,R0010010009a,15.0,참기름,N0200000009a,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,야식요리,김치볶음잡채,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,배추김치,F2050070009a,100.0,당면(고구마),B0070010001a,50.0,양파,F1320000000a,20.0,흰깨,E0260020009n,2.0,양조간장,R0010010009a,7.5,고춧가루,R0070000005a,3.8,조청(쌀),C0160060009a,7.5,참기름,N0200000009a,7.5,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,야식요리,데리야끼소스닭꼬치,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,닭가슴살,I008000D020a,62.5,대파,F1910040000a,18.8,맛술,R0160000009a,3.8,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,양조간장,R0010010009a,18.8,맛술,R0160000009a,7.5,조청(쌀),C0160060009a,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,브런치요리,퀘사디아,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,난빵,A0210240009a,45.0,양파,F1320000000a,20.0,피망,F196000C020a,4.4,햄,I0170020009a,33.0,모짜렐라치즈,M0100020009a,100.0,토마토소스,R0380000009a,50.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,브런치요리,연두부샐러드,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,연두부,D0150030009a,250.0,아마란스,F1430000000a,25.0,파프리카,F194000C010a,11.6,양파,F1320000000a,26.6,양조간장,R0010010009a,22.5,사과식초,R0220030009a,10.0,설탕,C0110000005a,7.5,마늘,F053000B060a,7.5,참기름,N0200000009a,3.8,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,브런치요리,차돌박이샐러드,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,소고기차돌박이,I027006F030a,75.0,양파,F1320000000a,40.0,양상추,F1310000000a,35.0,양조간장,R0010010009a,15.0,올리브유,N0170000009a,15.0,사과식초,R0220030009a,7.5,설탕,C0110000005a,7.5,마늘,F053000B060a,3.8,레몬과즙,H0250000009a,3.8,흑후추,R0410010005a,2.0,흰깨,E0260020009n,3.8,아마란스,F1430000000a,12.5,,,,,,,,,,,,,,,,,,,,,,,,
718,브런치요리,봉골레파스타,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,스파게티,A0240020001a,90.0,바지락,K4130000000a,200.0,올리브유,N0170000009a,30.0,마늘,F053000B060a,3.8,청양고추,F0180080000a,0.6,백포도주,Q0160021849a,25.0,바질,F0800010000a,2.0,소금,R0200000009a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,브런치요리,훈제연어샐러드,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,연어(훈제),K137000000Fa,90.0,양상추,F1310000000a,50.0,아마란스,F1430000000a,12.5,마요네즈,R0150010009a,15.0,꿀,C0030000009a,7.5,양파,F1320000000a,15.0,흑후추,R0410010005a,2.0,레몬과즙,H0250000009a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,브런치요리,가지말이샐러드,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,가지,F0030000000a,90.0,닭가슴살(삶은것),I008000D029b,50.0,파프리카,F194000C010a,35.0,아마란스,F1430000000a,12.5,올리브유,N0170000009a,11.3,양조간장,R0010010009a,3.8,마늘,F053000B060a,2.0,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,흰깨,E0260020009n,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,브런치요리,토마토카프레제,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,토마토,F1860000000a,90.0,모짜렐라치즈,M0100020009a,62.5,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,이탈리안드레싱,R0180040009a,25.0,양파,F1320000000a,3.8,아마란스,F1430000000a,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,브런치요리,브로콜리새우오믈렛,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,시바새우,K6130130000a,100.0,브로콜리,F0920000000a,100.0,베이컨,I0210000009a,10.0,달걀,J0030000000a,82.5,우유,M0090000009a,22.5,파마산치즈,M0100070009a,7.5,소금,R0200000009a,2.0,흑후추,R0410010005a,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,빵요리,식빵애플파이,1,700만이 뽑은 초간단 인생요리 120/만개의레시피,사과(부사),H0500020000a,50.0,레몬과즙,H0250000009a,2.0,식빵,A0210120009a,70.0,설탕,C0110000005a,12.5,계피가루,R0030000005a,2.0,달걀,J0030000000a,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
